corpus_id,venue_class,journal,issn,sample_year,first_publication_date,issue_publication_year,title,doi,pmid,pmcid,topic,topic_basis,document_type,language,publication_status,oa_status,full_text_status,analysis_level,article_type_jats,introduction_mode,results_mode,methods_mode,discussion_mode,title_words,abstract_words,full_text_body_words,pubmed_verification,pubmed_title_similarity,crossref_verification,crossref_title_similarity,crossref_type,pmc_xml_sha256,metadata_sources,text_source,doi_url,pubmed_url,pmc_url
ART-102,field_selective,Nature Biomedical Engineering,2157-846X,2021,2021-05-03,2022,Compression and amplification algorithms in hearing aids impair the selectivity of neural responses to speech.,10.1038/s41551-021-00707-y,33941898,PMC7612903,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,15,117,8543,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,6d92996b009a90af568b850ff61e1c805518cac5c8a5d9fc599d1cbd14b3abb6,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-021-00707-y,https://pubmed.ncbi.nlm.nih.gov/33941898/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7612903/
ART-103,field_selective,Nature Biomedical Engineering,2157-846X,2021,2021-05-24,2021,Shear-stress sensing by PIEZO1 regulates tendon stiffness in rodents and influences jumping performance in humans.,10.1038/s41551-021-00716-x,34031557,PMC7612848,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,16,175,9009,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,de8561888126dc3fc59eec42debbe498e94be944259bbfd0b1cb606b6eb9accf,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-021-00716-x,https://pubmed.ncbi.nlm.nih.gov/34031557/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7612848/
ART-104,field_selective,Nature Biomedical Engineering,2157-846X,2021,2021-12-06,2021,Cancer-cell stiffening via cholesterol depletion enhances adoptive T-cell immunotherapy.,10.1038/s41551-021-00826-6,34873307,PMC7612108,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,9,152,11962,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,c9f0c07b55fd87b88945f0ebf0c3610466aff458f809e96eda9dd2475ba38dcb,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-021-00826-6,https://pubmed.ncbi.nlm.nih.gov/34873307/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7612108/
ART-105,field_selective,Nature Biomedical Engineering,2157-846X,2022,2022-03-07,2022,Field validation of the performance of paper-based tests for the detection of the Zika and chikungunya viruses in serum samples.,10.1038/s41551-022-00850-0,35256758,PMC8940623,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,20,166,8405,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,5b587afec5c9bd0838ab43be64e1222c292f582504908615a6880e01f315a53f,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-022-00850-0,https://pubmed.ncbi.nlm.nih.gov/35256758/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8940623/
ART-106,field_selective,Nature Biomedical Engineering,2157-846X,2022,2022-03-21,2022,Screening for modulators of the cellular composition of gut epithelia via organoid models of intestinal stem cell differentiation.,10.1038/s41551-022-00863-9,35314801,PMC9046079,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,18,171,15366,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,e095019cca6088c411fed042119cf85385adbac952e47d36cf672c6102028c81,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-022-00863-9,https://pubmed.ncbi.nlm.nih.gov/35314801/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9046079/
ART-107,field_selective,Nature Biomedical Engineering,2157-846X,2022,2022-06-23,2022,Nutritional deficiency in an intestine-on-a-chip recapitulates injury hallmarks associated with environmental enteric dysfunction.,10.1038/s41551-022-00899-x,35739419,PMC9652151,translational_and_clinical,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,13,169,7367,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,0e3b30fd47150837f3c98e4afc28d334bcbdde59f12b088a7c3b43b04ed7af0d,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-022-00899-x,https://pubmed.ncbi.nlm.nih.gov/35739419/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9652151/
ART-108,field_selective,Nature Biomedical Engineering,2157-846X,2022,2022-10-20,2023,Closed-loop optogenetic control of the dynamics of neural activity in non-human primates.,10.1038/s41551-022-00945-8,36266536,PMC7614485,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,12,168,8880,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,9d0bd43397e9a65412ef04d9084546fe7e5abf8ca22846aea56a351bc17d857d,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-022-00945-8,https://pubmed.ncbi.nlm.nih.gov/36266536/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7614485/
ART-109,field_selective,Nature Biomedical Engineering,2157-846X,2023,2023-04-03,2023,High-throughput spatiotemporal monitoring of single-cell secretions via plasmonic microwell arrays.,10.1038/s41551-023-01017-1,37012313,PMC10365996,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,10,159,11781,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,eb95bd2344b895ec092d5178768140e187acdbd58066721cdf42dbd9c3c72fa3,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-023-01017-1,https://pubmed.ncbi.nlm.nih.gov/37012313/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10365996/
ART-110,field_selective,Nature Biomedical Engineering,2157-846X,2023,2023-06-22,2023,Rapid and stain-free quantification of viral plaque via lens-free holography and deep learning.,10.1038/s41551-023-01057-7,37349390,PMC10427422,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,13,179,8551,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,27c60f7b781e1425bc0ae12a51dae4a467f49d82e78423db0b74f1eede06c47f,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-023-01057-7,https://pubmed.ncbi.nlm.nih.gov/37349390/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10427422/
ART-111,field_selective,Nature Biomedical Engineering,2157-846X,2023,2023-09-25,2023,Allometrically scaling tissue forces drive pathological foreign-body responses to implants via Rac2-activated myeloid cells.,10.1038/s41551-023-01091-5,37749310,PMC10651488,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,explicit_discussion_section,16,164,10101,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,3d8df91afeafeec819b59b6c475379582ec97b277c995da3dd810aca6ccccef5,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-023-01091-5,https://pubmed.ncbi.nlm.nih.gov/37749310/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10651488/
ART-112,field_selective,Nature Biomedical Engineering,2157-846X,2023,2023-12-11,2024,Dynamical flexible inference of nonlinear latent factors and structures in neural population activity.,10.1038/s41551-023-01106-1,38082181,PMC11735406,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,13,174,16787,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,645c69dfa4735c0ae3fe4045dcc324172aa3aafb7e41abe1d3ec619a04e47887,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-023-01106-1,https://pubmed.ncbi.nlm.nih.gov/38082181/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11735406/
ART-113,field_selective,Nature Biomedical Engineering,2157-846X,2024,2024-06-17,2024,Enhancement of erythropoietic output by Cas9-mediated insertion of a natural variant in haematopoietic stem and progenitor cells.,10.1038/s41551-024-01222-6,38886504,PMC11668683,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,19,158,7468,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,52c1cc520f7711ea7db738577a43ec3d3ff129db4b601b78b5a0811463e074e8,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-024-01222-6,https://pubmed.ncbi.nlm.nih.gov/38886504/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11668683/
ART-114,field_selective,Nature Biomedical Engineering,2157-846X,2024,2024-07-18,2024,Profiling protein-protein interactions to predict the efficacy of B-cell-lymphoma-2-homology-3 mimetics for acute myeloid leukaemia.,10.1038/s41551-024-01241-3,39025942,PMC11584402,translational_and_clinical,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,17,185,12589,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,60abff8d42291abd22369e44961127f7ec5f2b55add35d11c4e9c01ef59d8bc3,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-024-01241-3,https://pubmed.ncbi.nlm.nih.gov/39025942/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11584402/
ART-115,field_selective,Nature Biomedical Engineering,2157-846X,2024,2024-09-25,2024,Engineered allogeneic T cells decoupling T-cell-receptor and CD3 signalling enhance the antitumour activity of bispecific antibodies.,10.1038/s41551-024-01255-x,39322719,PMC11668682,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,17,162,10870,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,aeacdd00de8c124e3f5b5f3efdde6153fa4bb7edd155ba93dcd46640e02907f7,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-024-01255-x,https://pubmed.ncbi.nlm.nih.gov/39322719/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11668682/
ART-116,field_selective,Nature Biomedical Engineering,2157-846X,2024,2024-11-08,2025,A stealthy neural recorder for the study of behaviour in primates.,10.1038/s41551-024-01280-w,39516303,PMC12176640,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,11,157,9321,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,15feaed64605de5eb2fc6479bfa45714829df872355fc25b7253ecb77d197223,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-024-01280-w,https://pubmed.ncbi.nlm.nih.gov/39516303/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12176640/
ART-117,field_selective,Nature Biomedical Engineering,2157-846X,2025,2025-06-06,2025,A deep learning system for detecting silent brain infarction and predicting stroke risk.,10.1038/s41551-025-01413-9,40481238,PMC12623247,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,13,179,8473,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,6b6bc443014ca7ad272f78dad5d7bb0ee3229fd04b86d03e6b8cbad41dfcb316,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-025-01413-9,https://pubmed.ncbi.nlm.nih.gov/40481238/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12623247/
ART-118,field_selective,Nature Biomedical Engineering,2157-846X,2025,2025-07-02,2025,A fuzzy sequencer for rapid DNA fragment counting and genotyping.,10.1038/s41551-025-01430-8,40603748,PMC12705452,chemistry_and_catalysis,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,10,136,9678,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,6b6a857bf54f4945e274227949a759bce193c151f3e057057ba34b8ee662aeb7,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-025-01430-8,https://pubmed.ncbi.nlm.nih.gov/40603748/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12705452/
ART-119,field_selective,Nature Biomedical Engineering,2157-846X,2025,2025-07-14,2026,Label-free protein-structure-sensitive live-cell microscopy for patient-specific assessment of myeloma therapy.,10.1038/s41551-025-01443-3,40659832,PMC12823395,translational_and_clinical,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,inferred_closing_paragraphs,10,177,9018,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,48bd699d06a12203327c0fdfac0079395564797a547e7f34974bf35688149b46,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-025-01443-3,https://pubmed.ncbi.nlm.nih.gov/40659832/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12823395/
ART-120,field_selective,Nature Biomedical Engineering,2157-846X,2025,2025-09-23,2026,A collaborative large language model for drug analysis.,10.1038/s41551-025-01471-z,40987953,PMC13190338,computation_and_ai,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,8,164,8694,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,7b1ea385aeea6571246e2b4ff6bd09d6c65a116381dcf4eb4e0ee2c506945398,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-025-01471-z,https://pubmed.ncbi.nlm.nih.gov/40987953/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13190338/
ART-121,field_selective,Nature Biomedical Engineering,2157-846X,2025,2025-10-01,2026,Benchmarking foundation models as feature extractors for weakly supervised computational pathology.,10.1038/s41551-025-01516-3,41034516,PMC13279263,computation_and_ai,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,11,178,6654,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,36fc5f20f1e4918d29a0899058c3fdab8480ba1de0ba220ee9f6bbc880b1612a,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-025-01516-3,https://pubmed.ncbi.nlm.nih.gov/41034516/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13279263/
ART-122,field_selective,Nature Biomedical Engineering,2157-846X,2026,2026-01-21,2026,Lung tumouroids as a testing platform for precision CAR T cell therapy.,10.1038/s41551-025-01594-3,41565786,PMC13099645,translational_and_clinical,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,12,152,10454,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,3e46d0a137f940743d8952ff85dcc7c91c83096c2462d201c652e0ee58d21fcb,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-025-01594-3,https://pubmed.ncbi.nlm.nih.gov/41565786/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13099645/
ART-123,field_selective,Nature Biomedical Engineering,2157-846X,2026,2026-02-11,2026,Ablation of prostaglandin E2 signalling through dual receptor knockout in CAR T cells enhances therapeutic efficacy in solid tumours.,10.1038/s41551-025-01610-6,41673138,PMC13099425,oncology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,20,176,8517,verified_exact_doi_title_type_language_abstract,0.9962,verified_exact_doi_title_match,1.0,journal-article,21e977bd5709fcb9eccc0d759593a26741bfb2a3fa242d46cb95b4f2e89ede86,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-025-01610-6,https://pubmed.ncbi.nlm.nih.gov/41673138/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13099425/
ART-124,field_selective,Nature Biomedical Engineering,2157-846X,2026,2026-02-18,2026,Shape-conformal porous frameworks for full coverage of neural organoids and high-resolution electrophysiology.,10.1038/s41551-026-01620-y,41708937,PMC13169977,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,conclusion_section_used,12,147,7377,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,c95d7cdb0920b44e0d2fee58cba91be967e8acda1e7917f786927083ec22f04c,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-026-01620-y,https://pubmed.ncbi.nlm.nih.gov/41708937/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13169977/
ART-125,field_selective,Nature Biomedical Engineering,2157-846X,2026,2026-04-14,2026,In vivo base editing rescues liver pathophysiology and peroxisome dysfunction in a mouse model of Zellweger spectrum disorder.,10.1038/s41551-026-01651-5,41981313,PMC13262281,cardiometabolic,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,18,311,11611,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,c5169a2fe173c051068eb136522c1e485a38f9af7cb398ad5956b9e46fa05ae5,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41551-026-01651-5,https://pubmed.ncbi.nlm.nih.gov/41981313/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13262281/
ART-126,field_selective,Advanced Materials,0935-9648,2021,2021-06-08,2021,Convergence of Machine Vision and Melt Electrowriting.,10.1002/adma.202100519,34101929,PMC11468355,imaging_and_diagnostics,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,explicit_section,explicit_results_section,explicit_methods_section,explicit_discussion_section,7,194,2930,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,be83521e9998d00ba3eb9a8fa9513985a6054d11010289c1d582ea4627f9171c,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1002/adma.202100519,https://pubmed.ncbi.nlm.nih.gov/34101929/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11468355/
ART-127,field_selective,Advanced Materials,0935-9648,2021,2021-07-27,2021,Photoresponsive and Polarization-Sensitive Structural Colors from Cellulose/Liquid Crystal Nanophotonic Structures.,10.1002/adma.202101519,34313346,PMC11468386,materials_and_condensed_matter,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,explicit_section,explicit_results_section,methods_not_identified,explicit_discussion_section,11,164,3416,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,df7869578e072f5ba8ef3d4d7ea262c2366127cd46495a6e4a47ed36bb22564b,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1002/adma.202101519,https://pubmed.ncbi.nlm.nih.gov/34313346/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11468386/
ART-128,field_selective,Advanced Materials,0935-9648,2021,2021-08-13,2021,Room-Temperature Halide Perovskite Field-Effect Transistors by Ion Transport Mitigation.,10.1002/adma.202100486,34387400,PMC11468016,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,explicit_section,explicit_results_section,explicit_methods_section,explicit_discussion_section,9,165,4242,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,88bae7ea92f397d270aad9bb8d32eba05e8c5008cf97f86677676a4cccc05900,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1002/adma.202100486,https://pubmed.ncbi.nlm.nih.gov/34387400/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11468016/
ART-129,field_selective,Advanced Materials,0935-9648,2021,2021-10-05,2021,Optimized Photoclick (Bio)Resins for Fast Volumetric Bioprinting.,10.1002/adma.202102900,34611928,PMC11468798,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,explicit_section,explicit_results_section,explicit_methods_section,explicit_discussion_section,8,199,5172,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,389e13840f481390df4b4347c64c353d72dd7b0511460b4e5a277a18322960aa,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1002/adma.202102900,https://pubmed.ncbi.nlm.nih.gov/34611928/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11468798/
ART-130,field_selective,Advanced Materials,0935-9648,2022,2022-02-10,2022,Microbowls with Controlled Concavity for Accurate Microscale Mass Spectrometry.,10.1002/adma.202108194,35045587,PMC9028217,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,explicit_section,explicit_results_section,methods_not_identified,explicit_discussion_section,9,62,2962,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,0e3922e8d6eca67baa7209aeab33e0ada79a1782d5d9d09c615adb7decbeb6f3,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1002/adma.202108194,https://pubmed.ncbi.nlm.nih.gov/35045587/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9028217/
