corpus_id,persistent_id,doi,pmid,pmcid,title,publication_date,year,journal,journal_abbreviation,venue_stratum,venue_selection_rationale,article_subtype,topic,language,publication_status,citation_count_at_access,selection_score,selection_terms,oa_status,actual_analysis_text_level,abstract_available,full_text_fetch_status,full_text_license_category,explicit_methods_or_search_strategy,search_evidence_locator,search_feature_confidence,databases_reporting_status,databases_reported,search_date_limits_status,search_date_limits_detail,search_terms_or_keyword_list_reported,complete_search_string_status,search_terms_summary,supplementary_search_string_reported,inclusion_exclusion_reported,screening_process_reported,deduplication_reported,prisma_reported,flow_diagram_reported,structural_writing_features,title_word_count,title_has_colon,title_is_question,abstract_word_count,abstract_sentence_count,abstract_first_person,abstract_why_now_signal,abstract_problem_or_gap_move,abstract_scope_signpost_move,abstract_synthesis_or_comparison_move,abstract_boundary_or_limitation_move,abstract_outlook_or_implication_move,fulltext_top_level_section_count,fulltext_figure_count,fulltext_table_count,fulltext_box_count,fulltext_introduction_heading,fulltext_conclusion_or_outlook_heading,fulltext_limitations_or_challenges_heading,fulltext_organization_logic,metadata_sources,crossref_status,crossref_type,crossref_title_similarity,crossref_title_match,doi_url,pubmed_url,full_text_url,access_date,coding_limit
R108,doi:10.1038/s41579-025-01163-0,10.1038/s41579-025-01163-0,40065181,PMC12289240,Microbiota in inflammatory bowel disease: mechanisms of disease and therapeutic opportunities.,2025-03-10,2025,Nature Reviews Microbiology,Nat Rev Microbiol,Nature_Reviews,specialist review title for microbiology and biotechnology,review_narrative_or_unspecified,biotechnology_omics_and_methods,eng,ppublish,124,11.9094,therapeutic; omics,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison+outlook_or_implication; body_structure=not_assessed,11,yes,no,189,7,yes,no,no,yes,yes,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41579-025-01163-0,https://pubmed.ncbi.nlm.nih.gov/40065181/,https://europepmc.org/articles/PMC12289240,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R109,doi:10.1038/s41579-026-01316-9,10.1038/s41579-026-01316-9,42135467,,Concepts of RNA virus evolution for the design of better antiviral countermeasures.,2026-05-14,2026,Nature Reviews Microbiology,Nat Rev Microbiol,Nature_Reviews,specialist review title for microbiology and biotechnology,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,0,15.5,artificial intelligence; computational; high-throughput,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,12,no,no,198,8,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41579-026-01316-9,https://pubmed.ncbi.nlm.nih.gov/42135467/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R110,doi:10.1038/s41579-026-01311-0,10.1038/s41579-026-01311-0,42104000,,Next-generation probiotics: an outlook into current applications and future developments.,2026-05-08,2026,Nature Reviews Microbiology,Nat Rev Microbiol,Nature_Reviews,specialist review title for microbiology and biotechnology,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,1,13.731,artificial intelligence; computational; therapeutic,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,10,yes,no,156,4,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41579-026-01311-0,https://pubmed.ncbi.nlm.nih.gov/42104000/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R111,doi:10.1038/s41580-021-00392-4,10.1038/s41580-021-00392-4,34302147,PMC8300085,"Machinery, regulation and pathophysiological implications of autophagosome maturation.",2021-07-23,2021,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,chemistry_materials_and_sustainability,eng,ppublish,472,17.353,generative; therapeutic; materials; cancer,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=15; introduction_heading=yes; conclusion_outlook_heading=yes; figures=5; tables=1; boxes=2,8,no,no,232,9,yes,yes,no,yes,no,no,no,15,5,1,2,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-021-00392-4,https://pubmed.ncbi.nlm.nih.gov/34302147/,https://europepmc.org/articles/PMC8300085,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R112,doi:10.1038/s41580-021-00407-0,10.1038/s41580-021-00407-0,34518686,,A guide to machine learning for biologists.,2021-09-13,2022,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,1307,16.8921,machine learning; neural network,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison; body_structure=not_assessed,7,no,no,127,5,yes,yes,no,yes,yes,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-021-00407-0,https://pubmed.ncbi.nlm.nih.gov/34518686/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R113,doi:10.1038/s41580-022-00507-5,10.1038/s41580-022-00507-5,35798852,PMC9261900,Context-specific regulation and function of mRNA alternative polyadenylation.,2022-07-07,2022,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,biotechnology_omics_and_methods,eng,ppublish,312,18.2154,generative; therapeutic; single-cell; cancer,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=8; introduction_heading=yes; conclusion_outlook_heading=yes; figures=7; tables=1; boxes=0,8,no,no,205,9,yes,yes,no,yes,no,no,no,8,7,1,0,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-022-00507-5,https://pubmed.ncbi.nlm.nih.gov/35798852/,https://europepmc.org/articles/PMC9261900,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R114,doi:10.1038/s41580-021-00432-z,10.1038/s41580-021-00432-z,34824452,PMC8613731,Structures and functions of coronavirus replication-transcription complexes and their relevance for SARS-CoV-2 drug design.,2021-11-25,2022,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,445,17.3334,polymer; drug discovery,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=15; introduction_heading=yes; conclusion_outlook_heading=yes; figures=6; tables=1; boxes=2,14,no,no,181,9,yes,yes,no,yes,no,no,no,15,6,1,2,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,0.9959,yes,https://doi.org/10.1038/s41580-021-00432-z,https://pubmed.ncbi.nlm.nih.gov/34824452/,https://europepmc.org/articles/PMC8613731,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R115,doi:10.1038/s41580-022-00510-w,10.1038/s41580-022-00510-w,35859206,PMC9879573,Ageing and rejuvenation of tissue stem cells and their niches.,2022-07-20,2023,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,bioengineering_regeneration_synthetic_biology,eng,ppublish,311,16.2143,generative; regenerative,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+synthesis_or_comparison+outlook_or_implication; body_structure=not_assessed,10,no,no,191,9,yes,no,no,yes,yes,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-022-00510-w,https://pubmed.ncbi.nlm.nih.gov/35859206/,https://europepmc.org/articles/PMC9879573,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R116,doi:10.1038/s41580-023-00615-w,10.1038/s41580-023-00615-w,37280296,PMC10242609,The technological landscape and applications of single-cell multi-omics.,2023-06-06,2023,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,836,19.0433,computational; single-cell; omics; cell biology; cancer,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=13; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=3; boxes=1,8,no,no,156,6,yes,yes,no,yes,no,no,no,13,4,3,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-023-00615-w,https://pubmed.ncbi.nlm.nih.gov/37280296/,https://europepmc.org/articles/PMC10242609,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R117,doi:10.1038/s41580-024-00718-y,10.1038/s41580-024-00718-y,38565617,PMC7616297,Opportunities and challenges in design and optimization of protein function.,2024-04-02,2024,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,131,28.4276,machine learning; computational; protein design; therapeutic; chemistry,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,10,no,no,179,8,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-024-00718-y,https://pubmed.ncbi.nlm.nih.gov/38565617/,https://europepmc.org/articles/PMC7616297,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R118,doi:10.1038/s41580-025-00857-w,10.1038/s41580-025-00857-w,40537558,,Decoding the interactions and functions of non-coding RNA with artificial intelligence.,2025-06-19,2025,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,9,18.2675,artificial intelligence; neural network; computational,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,11,no,no,155,7,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-025-00857-w,https://pubmed.ncbi.nlm.nih.gov/40537558/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R119,doi:10.1038/s41580-024-00768-2,10.1038/s41580-024-00768-2,39169166,,Profiling cell identity and tissue architecture with single-cell and spatial transcriptomics.,2024-08-21,2025,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,196,24.7611,deep learning; foundation model; computational; single-cell; omics; cell biology,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,11,no,no,180,8,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-024-00768-2,https://pubmed.ncbi.nlm.nih.gov/39169166/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R120,doi:10.1038/s41580-025-00918-0,10.1038/s41580-025-00918-0,41478876,,Advancing single-cell omics and cell-based therapeutics with quantum computing.,2026-01-02,2026,Nature Reviews Molecular Cell Biology,Nat Rev Mol Cell Biol,Nature_Reviews,specialist review title for mechanistic life science,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,0,18.5,artificial intelligence; computational; therapeutic; single-cell; omics,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,9,no,no,145,5,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41580-025-00918-0,https://pubmed.ncbi.nlm.nih.gov/41478876/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R121,doi:10.1038/s41551-020-00681-x,10.1038/s41551-020-00681-x,33589781,PMC8118147,Harnessing non-destructive 3D pathology.,2021-02-15,2021,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,perspective_review_type,AI_computation_and_data,eng,ppublish,117,24.8902,machine learning; computational; high-throughput; imaging,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,4,no,no,154,6,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-020-00681-x,https://pubmed.ncbi.nlm.nih.gov/33589781/,https://europepmc.org/articles/PMC8118147,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R122,doi:10.1038/s41551-022-00942-x,10.1038/s41551-022-00942-x,36316368,PMC10699434,Graph representation learning in biomedicine and healthcare.,2022-10-31,2022,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,perspective_review_type,AI_computation_and_data,eng,ppublish,143,18.9566,machine learning; single-cell,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=outlook_or_implication; body_structure=not_assessed,7,no,no,127,4,yes,no,no,no,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-022-00942-x,https://pubmed.ncbi.nlm.nih.gov/36316368/,https://europepmc.org/articles/PMC10699434,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R123,doi:10.1038/s41551-022-00914-1,10.1038/s41551-022-00914-1,35953649,,Self-supervised learning in medicine and healthcare.,2022-08-11,2022,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,291,18.3923,artificial intelligence; machine learning,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,6,no,no,115,5,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-022-00914-1,https://pubmed.ncbi.nlm.nih.gov/35953649/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R124,doi:10.1038/s41551-022-00898-y,10.1038/s41551-022-00898-y,35788685,PMC12063568,Shifting machine learning for healthcare from development to deployment and from models to data.,2022-07-04,2022,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,214,24.0902,machine learning; generative; automation,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=problem_or_gap+scope_signpost; body_structure=not_assessed,14,no,no,140,5,yes,yes,yes,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-022-00898-y,https://pubmed.ncbi.nlm.nih.gov/35788685/,https://europepmc.org/articles/PMC12063568,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R125,doi:10.1038/s41551-023-01056-8,10.1038/s41551-023-01056-8,37380750,PMC10632090,Algorithmic fairness in artificial intelligence for medicine and healthcare.,2023-06-28,2023,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,perspective_review_type,AI_computation_and_data,eng,ppublish,323,24.2269,artificial intelligence; machine learning,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,9,no,no,106,4,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-023-01056-8,https://pubmed.ncbi.nlm.nih.gov/37380750/,https://europepmc.org/articles/PMC10632090,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R126,doi:10.1038/s41551-024-01230-6,10.1038/s41551-024-01230-6,38951139,PMC11646559,Cell-drug conjugates.,2024-07-01,2024,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,39,16.5296,drug delivery; therapeutic; cancer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,2,no,no,98,4,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,0.9744,yes,https://doi.org/10.1038/s41551-024-01230-6,https://pubmed.ncbi.nlm.nih.gov/38951139/,https://europepmc.org/articles/PMC11646559,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R127,doi:10.1038/s41551-023-01115-0,10.1038/s41551-023-01115-0,37932379,,A framework for integrating artificial intelligence for clinical care with continuous therapeutic monitoring.,2023-11-06,2025,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,25,19.586,artificial intelligence; machine learning; therapeutic,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,13,no,no,148,6,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-023-01115-0,https://pubmed.ncbi.nlm.nih.gov/37932379/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R128,doi:10.1038/s41551-025-01511-8,10.1038/s41551-025-01511-8,41102346,PMC12673502,"Targeting and tracking mRNA lipid nanoparticles at the particle, transcript and protein level.",2025-10-16,2025,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,12,32.655,nanoparticle; lipid nanoparticle; bioengineering; synthetic biology; therapeutic; chemistry,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,13,no,no,144,6,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-025-01511-8,https://pubmed.ncbi.nlm.nih.gov/41102346/,https://europepmc.org/articles/PMC12673502,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R129,doi:10.1038/s41551-026-01742-3,10.1038/s41551-026-01742-3,42567948,,Causal graph neural networks for healthcare.,2026-08-07,2026,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,0,20.5,artificial intelligence; neural network; computational; omics; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,6,no,no,217,9,yes,no,no,yes,no,yes,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-026-01742-3,https://pubmed.ncbi.nlm.nih.gov/42567948/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R130,doi:10.1038/s41551-026-01762-z,10.1038/s41551-026-01762-z,42595819,,Foundation models in biomedical imaging: turning hype into reality.,2026-08-11,2026,Nature Biomedical Engineering,Nat Biomed Eng,Nature_specialist,selective interdisciplinary bioengineering journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,0,18.5,artificial intelligence; foundation model; omics; imaging,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=problem_or_gap+outlook_or_implication; body_structure=not_assessed,9,yes,no,237,11,yes,no,yes,no,no,yes,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41551-026-01762-z,https://pubmed.ncbi.nlm.nih.gov/42595819/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
