corpus_id,venue,year,track,paper_id,doi,title,authors,topic,canonical_url,pdf_url,official_source,language,sampling_frame_size,sampling_rank,sample_order_within_venue,title_word_count,abstract_word_count,abstract_actions,pdf_retrieval_status,full_text_extraction_status,analysis_text_level,pdf_pages,pdf_bytes,pdf_sha256,full_text_word_count,full_text_char_count,structural_analysis_char_window,intro_contribution_list,related_work_position,method_narrative,experiments_section,baseline_language,ablation_reported,uncertainty_reporting,limitations_section,ethics_or_impact_section,checklist_present,figure_caption_count,table_caption_count,conclusion_section,conclusion_moves,issue,pages,publication_date_raw,detail_status,pdf_error,accessed_date,notes
CONF-097,NeurIPS,2025,Main Conference Track,NeurIPS2025-684c59d614fe6ae74a3be8c3ef07e061,10.52202/085713-2420,Gaussian Regression-Driven Tensorized Incomplete Multi-View Clustering with Dual Manifold Regularization,"Zhong, Zhenhao; Gu, Zhibin; Yang, Pengpeng; zhou, Yaqian; Guo, Ruiqiang",theory_optimization,https://proceedings.neurips.cc/paper_files/paper/2025/hash/684c59d614fe6ae74a3be8c3ef07e061-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/684c59d614fe6ae74a3be8c3ef07e061-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,2181,17,10,201,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,30,1940073,8127de27b50ec57917897cdbf5c7848409fc5e7978012c579fcfd15eb536b40e,12136,123281,123281,not_detected,early_dedicated,dedicated_method_or_approach,True,True,True,True,True,False,True,9,3,True,summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-098,NeurIPS,2025,Main Conference Track,NeurIPS2025-6eb655da59bf93db6ad09582536c776c,10.52202/085713-2566,Strategic Cost Selection in Participatory Budgeting,"Faliszewski, Piotr; Janeczko, Łukasz; Kaczmarczyk, Andrzej; Lisowski, Grzegorz; Skowron, Piotr; Szufa, Stanisław; Szwagierczak, Mateusz",language_models_nlp,https://proceedings.neurips.cc/paper_files/paper/2025/hash/6eb655da59bf93db6ad09582536c776c-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/6eb655da59bf93db6ad09582536c776c-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,2313,18,6,95,descriptive_only,downloaded_official_pdf,success,full_text_extracted,39,6068472,0b1b77363c4c19f521876779b0305cc6361157f0fa1b34f5688fa14cabba744f,21359,155420,155420,not_detected,no_dedicated_heading_detected,preliminaries_then_method_or_analysis,True,True,False,True,False,False,True,3,1,False,not_detected,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-099,NeurIPS,2025,Main Conference Track,NeurIPS2025-746960ad49ddb47248970a0e1404230c,10.52202/085713-2705,Monitoring Risks in Test-Time Adaptation,"Schirmer, Mona; Jazbec, Metod; Andersson Naesseth, Christian; Nalisnick, Eric",data_benchmarks_evaluation,https://proceedings.neurips.cc/paper_files/paper/2025/hash/746960ad49ddb47248970a0e1404230c-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/746960ad49ddb47248970a0e1404230c-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,2445,19,5,165,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,34,6157401,13d5012ec24d6512e4b35d7ae35b7a43151ae5bba28c06f92d23d31e90c5a103,14884,119646,119646,explicit_list,between_method_and_experiments,preliminaries_then_method_or_analysis,True,True,True,True,False,False,True,4,0,True,recapitulates_contribution;summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-100,NeurIPS,2025,Main Conference Track,NeurIPS2025-7af69384b59897a2377a0d46d67a5de2,10.52202/085713-2854,"Online Inverse Linear Optimization: Efficient Logarithmic-Regret Algorithm, Robustness to Suboptimality, and Lower Bound","Sakaue, Shinsaku; Tsuchiya, Taira; Bao, Han; Oki, Taihei",theory_optimization,https://proceedings.neurips.cc/paper_files/paper/2025/hash/7af69384b59897a2377a0d46d67a5de2-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/7af69384b59897a2377a0d46d67a5de2-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,2577,20,13,274,gap_or_contrast;method_or_resource,downloaded_official_pdf,success,full_text_extracted,29,468569,e0ea9dd8114dcef4f3985a601f3330f4b91171622108c9354ba3eaa9986eb8fc,15559,126301,126301,not_detected,early_dedicated,preliminaries_then_method_or_analysis,False,True,False,True,False,False,True,2,1,False,not_detected,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-101,NeurIPS,2025,Main Conference Track,NeurIPS2025-812e3f4ff9877b318689a22d81172cf3,10.52202/085713-2994,VaMP: Variational Multi-Modal Prompt Learning for Vision-Language Models,"Cheng, Silin; Han, Kai",language_models_nlp,https://proceedings.neurips.cc/paper_files/paper/2025/hash/812e3f4ff9877b318689a22d81172cf3-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/812e3f4ff9877b318689a22d81172cf3-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,2710,21,8,181,context_or_problem;gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,27,5376260,cc633c106b0a82e343d351ee64cb5390b915baad8a54705d5c52181a44218195,11425,112756,112756,not_detected,early_dedicated,dedicated_method_or_approach,True,True,True,True,False,False,True,2,7,True,recapitulates_contribution;summarizes_evidence;states_boundary_or_future_work,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-102,NeurIPS,2025,Main Conference Track,NeurIPS2025-86c17de05579cde52025f9984e6e2ebb,10.52202/085713-3137,GSAlign: Geometric and Semantic Alignment Network for Aerial-Ground Person Re-Identification,"Li, Qiao; Li, Jie; Zhang, Yukang; Tan, Lei; Chen, Jing; Ji, Jiayi",data_benchmarks_evaluation,https://proceedings.neurips.cc/paper_files/paper/2025/hash/86c17de05579cde52025f9984e6e2ebb-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/86c17de05579cde52025f9984e6e2ebb-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,2842,22,10,197,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,21,697423,9fce4ae77c8356e72a748b53ae1740bc1fd66cd3349a8e97d5dae7c11dde9864,10802,92807,92807,not_detected,early_dedicated,dedicated_method_or_approach,True,True,True,True,False,False,True,3,5,True,summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-103,NeurIPS,2025,Main Conference Track,NeurIPS2025-8d00d465737c3bee5448f983dea88fd2,10.52202/085713-3278,Aligning by Misaligning: Boundary-aware Curriculum Learning for Multimodal Alignment,"Ye, Hua; Ding, Hang; Chen, Siyuan; Jiang, Yiyang; zhang, changyuan; Zhang, Xuan",theory_optimization,https://proceedings.neurips.cc/paper_files/paper/2025/hash/8d00d465737c3bee5448f983dea88fd2-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/8d00d465737c3bee5448f983dea88fd2-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,2974,23,9,102,method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,28,882804,8e6a0383d525f09dd1f823b38ce0324219c7faa0914d912979d5eb3c2b2e3ce9,12071,110766,110766,explicit_prose,early_dedicated,dedicated_method_or_approach,True,True,True,True,False,False,True,6,5,True,summarizes_evidence;states_boundary_or_future_work,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-104,NeurIPS,2025,Main Conference Track,NeurIPS2025-942032b61720a3fd64897efe46237c81,10.52202/085713-3424,Memory-Augmented Potential Field Theory: A Framework for Adaptive Control in Non-Convex Domains,"Zheng, Dongzhe; Mei, Wenjie",theory_optimization,https://proceedings.neurips.cc/paper_files/paper/2025/hash/942032b61720a3fd64897efe46237c81-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/942032b61720a3fd64897efe46237c81-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,3106,24,12,151,method_or_resource,downloaded_official_pdf,success,full_text_extracted,40,2246944,b1338bbf58012670453699a7ca1958a05bb42b54e97ddcd84105fa0538e8e6ed,15949,149552,149552,not_detected,early_dedicated,theory_led_without_generic_method_heading,True,True,True,True,True,False,True,3,11,False,not_detected,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-105,NeurIPS,2025,Main Conference Track,NeurIPS2025-99e1098e58285e076d10e81281fdbb40,10.52202/085713-3564,Multimodal Tabular Reasoning with Privileged Structured Information,"Jiang, Jun-Peng; Xia, Yu; Sun, Hai-Long; Lu, Shiyin; Chen, Qingguo; Luo, Weihua; Zhang, Kaifu; Zhan, De-Chuan; Ye, Han-Jia",language_models_nlp,https://proceedings.neurips.cc/paper_files/paper/2025/hash/99e1098e58285e076d10e81281fdbb40-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/99e1098e58285e076d10e81281fdbb40-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,3238,25,7,205,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,27,1520927,a1020c98926f6acc656f0563d4939ecc74434308d292cc0e4ee791d9aeda0a83,13531,114984,114984,explicit_list,early_dedicated,preliminaries_then_method_or_analysis,True,True,True,True,False,False,True,6,4,True,summarizes_evidence;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-106,NeurIPS,2025,Main Conference Track,NeurIPS2025-a169b39eaf14ef68793f7423aa7042ea,10.52202/085713-3713,Reliable Lifelong Multimodal Editing: Conflict-Aware Retrieval Meets Multi-Level Guidance,"Zhang, Qiang; Zhang, Fanrui; Liu, Jiawei; Hu, Ming; He, Junjun; Zha, Zheng-Jun",language_models_nlp,https://proceedings.neurips.cc/paper_files/paper/2025/hash/a169b39eaf14ef68793f7423aa7042ea-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/a169b39eaf14ef68793f7423aa7042ea-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,3370,26,9,211,gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,24,1048508,02e973670339691b038b9b33245c85e745cf3bd02af468cbbd29819b6236b8ba,11406,113036,113036,explicit_prose,early_dedicated,dedicated_method_or_approach,True,True,True,True,True,False,True,4,3,True,summarizes_evidence;states_boundary_or_future_work,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-107,NeurIPS,2025,Main Conference Track,NeurIPS2025-a80ebbb4ec9e9b39789318a0a61e2e43,10.52202/085713-3858,Delving into RL for Image Generation with CoT: A Study on DPO vs. GRPO,"Tong, Chengzhuo; Guo, Ziyu; Zhang, Renrui; Shan, Wenyu; Wei, Xinyu; Xing, Zhenghao; Li, Hongsheng; Heng, Pheng-Ann",computer_vision_multimodal,https://proceedings.neurips.cc/paper_files/paper/2025/hash/a80ebbb4ec9e9b39789318a0a61e2e43-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/a80ebbb4ec9e9b39789318a0a61e2e43-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,3502,27,14,238,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,24,5051613,b1653f1f214bd0bf6d032bd252a57f095f61e935d3a6207f60867d568bb6272b,11676,106333,106333,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,True,False,False,True,5,5,True,summarizes_evidence;states_boundary_or_future_work,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-108,NeurIPS,2025,Main Conference Track,NeurIPS2025-adc8f8b701b008611b196e00b8e81dab,10.52202/085713-4004,Redundancy-Aware Test-Time Graph Out-of-Distribution Detection,"Hou, Yue; Zhu, He; Liu, Ruomei; Su, Yingke; Wu, Junran; Xu, Ke",computer_vision_multimodal,https://proceedings.neurips.cc/paper_files/paper/2025/hash/adc8f8b701b008611b196e00b8e81dab-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/adc8f8b701b008611b196e00b8e81dab-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,3635,28,5,140,context_or_problem;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,44,6842172,b5f6aa788b7b4724c90471a42c0df783eb53e5db87fb9b8fac690365c4163d70,19515,207836,207836,not_detected,late_dedicated,dedicated_method_or_approach,True,True,True,True,False,False,True,20,4,True,summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-109,NeurIPS,2025,Main Conference Track,NeurIPS2025-b46a0ccf6526024d749b317e869f859d,10.52202/085713-4151,\(\varepsilon\)-Optimally Solving Two-Player Zero-Sum POSGs,"escudie, Erwan; Sabatelli, Matthia; Buffet, Olivier; Dibangoye, Jilles",theory_optimization,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b46a0ccf6526024d749b317e869f859d-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/b46a0ccf6526024d749b317e869f859d-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,3767,29,6,144,context_or_problem;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,36,492434,c6ea73a51d292695557d6659d5c8d407b9c77a89033a1112eb9e1834686ca961,16163,147532,147532,not_detected,no_dedicated_heading_detected,preliminaries_then_method_or_analysis,True,True,False,True,False,False,True,7,3,True,recapitulates_contribution;summarizes_evidence;states_boundary_or_future_work,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-110,NeurIPS,2025,Main Conference Track,NeurIPS2025-bbba680acd2826f23928c6675a19f0e7,10.52202/085713-4299,DyG-Mamba: Continuous State Space Modeling on Dynamic Graphs,"Li, Dongyuan; Tan, Shiyin; Zhang, Ying; Jin, Ming; Pan, Shirui; Okumura, Manabu; Jiang, Renhe",graphs_structured_data,https://proceedings.neurips.cc/paper_files/paper/2025/hash/bbba680acd2826f23928c6675a19f0e7-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/bbba680acd2826f23928c6675a19f0e7-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,3899,30,8,162,context_or_problem;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,30,2313616,1067d6d33d12dff88aa634fd1684ee6298610b3d2bcd44bbcd187f56a808f10a,13423,159473,159473,not_detected,early_dedicated,dedicated_method_or_approach,True,True,True,True,False,True,True,4,10,True,summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-111,NeurIPS,2025,Main Conference Track,NeurIPS2025-c13ba9a39b50484d65f969475ee267ae,10.52202/085713-4444,Staggered Environment Resets Improve Massively Parallel On-Policy Reinforcement Learning,"Bharthulwar, Sid; Tao, Stone; Su, Hao",reinforcement_learning_agents,https://proceedings.neurips.cc/paper_files/paper/2025/hash/c13ba9a39b50484d65f969475ee267ae-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/c13ba9a39b50484d65f969475ee267ae-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4031,31,9,161,context_or_problem;gap_or_contrast;method_or_resource,downloaded_official_pdf,success,full_text_extracted,34,5795270,14a0c2cb3dcb89ca9dc4fd1dc3c84555e26dee5ba9216c1e7249fe6c243ee401,14356,112278,112278,not_detected,early_dedicated,dedicated_method_or_approach,False,True,True,True,False,False,True,8,2,True,summarizes_evidence;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-112,NeurIPS,2025,Main Conference Track,NeurIPS2025-c8f6c08f23dd990a11033e96ce872e1e,10.52202/085713-4592,Martingale Score: An Unsupervised Metric for Bayesian Rationality in LLM Reasoning,"He, Zhonghao; Qiu, Tianyi (Alex); Shirado, Hirokazu; Sap, Maarten",language_models_nlp,https://proceedings.neurips.cc/paper_files/paper/2025/hash/c8f6c08f23dd990a11033e96ce872e1e-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/c8f6c08f23dd990a11033e96ce872e1e-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4163,32,11,256,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,29,1786726,52f72fe96ee3d1be8c4d10e5c3d972de12e788a807fe6047b0641ad310c4a6cb,12998,105576,105576,not_detected,early_dedicated,no_generic_method_heading_detected,True,True,False,True,False,False,True,6,1,True,summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-113,NeurIPS,2025,Main Conference Track,NeurIPS2025-cf8b2205e39f81726a8d828ecbe00ad0,10.52202/085713-4737,Turbocharging Gaussian Process Inference with Approximate Sketch-and-Project,"Rathore, Pratik; Frangella, Zachary; Garg, Sachin; Fazliani, Shaghayegh; Derezinski, Michal; Udell, Madeleine",data_benchmarks_evaluation,https://proceedings.neurips.cc/paper_files/paper/2025/hash/cf8b2205e39f81726a8d828ecbe00ad0-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/cf8b2205e39f81726a8d828ecbe00ad0-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4295,33,7,175,context_or_problem;gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,38,813138,2b9fec63a883e0685f66b4b134dda6736875976efd86be158c3c985433116b91,17223,165080,165080,explicit_list,no_dedicated_heading_detected,dedicated_method_or_approach,True,True,False,True,False,False,True,7,1,True,summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-114,NeurIPS,2025,Main Conference Track,NeurIPS2025-d7152995e5e9ab9ce7dccee054f03dc0,10.52202/085713-4889,Vicinity-Guided Discriminative Latent Diffusion for Privacy-Preserving Domain Adaptation,"Wang, Jing; Bae, Wonho; Chen, Jiahong; Wang, Wenxu; Noh, Junhyug",generative_models,https://proceedings.neurips.cc/paper_files/paper/2025/hash/d7152995e5e9ab9ce7dccee054f03dc0-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/d7152995e5e9ab9ce7dccee054f03dc0-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4428,34,8,219,context_or_problem;gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,32,3010972,2252aa45aa91aa6abc8f471f5f312c38e2ea73cbf5f3f0c877c45702f86a2584,14955,129874,129874,explicit_list,early_dedicated,preliminaries_then_method_or_analysis,True,True,True,True,False,False,True,5,16,True,recapitulates_contribution;summarizes_evidence;states_boundary_or_future_work;states_implication,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-115,NeurIPS,2025,Main Conference Track,NeurIPS2025-dd540e1c8d26687d56d296e64d35949f,10.52202/085713-5039,Red-Teaming Text-to-Image Systems by Rule-based Preference Modeling,"Cao, Yichuan; Miao, Yibo; Gao, Xiao-Shan; Dong, Yinpeng",language_models_nlp,https://proceedings.neurips.cc/paper_files/paper/2025/hash/dd540e1c8d26687d56d296e64d35949f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/dd540e1c8d26687d56d296e64d35949f-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4560,35,7,204,context_or_problem;gap_or_contrast;method_or_resource,downloaded_official_pdf,success,full_text_extracted,32,2093575,27f1c4cae6630f311c06cc41539456a2f96936a3d1f0eaddd2754779a637bcfe,15747,165823,165823,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,True,True,True,True,False,False,True,8,6,True,summarizes_evidence,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-116,NeurIPS,2025,Main Conference Track,NeurIPS2025-e40e65df08fc9b925c1da59fc25a2bd6,10.52202/085713-5186,Globally Optimal Policy Gradient Algorithms for Reinforcement Learning with PID Control Policies,"Sharma, Vipul; Suttle, Wesley; Sivaranjani, S",reinforcement_learning_agents,https://proceedings.neurips.cc/paper_files/paper/2025/hash/e40e65df08fc9b925c1da59fc25a2bd6-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/e40e65df08fc9b925c1da59fc25a2bd6-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4692,36,12,217,context_or_problem;gap_or_contrast;method_or_resource,downloaded_official_pdf,success,full_text_extracted,41,11538249,99304c3e1d796f71652c10030c1cd7945a0652f65234aef1402b50f7471cd917,15219,149041,149041,not_detected,early_dedicated,problem_formulation_then_method,True,True,True,True,False,False,True,3,4,True,recapitulates_contribution,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-117,NeurIPS,2025,Main Conference Track,NeurIPS2025-e9e140df6de01afb672cb859d203c307,10.52202/085713-5327,OmniZoom: A Universal Plug-and-Play Paradigm for Cross-Device Smooth Zoom Interpolation,"Zhu, Xiaoan; Zhao, Yue; Hu, Tianyang; Guo, Jiaming; Zeng, Yulan; Pei, Renjing; Song, Fenglong; Feng, Huajun",data_benchmarks_evaluation,https://proceedings.neurips.cc/paper_files/paper/2025/hash/e9e140df6de01afb672cb859d203c307-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/e9e140df6de01afb672cb859d203c307-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4824,37,10,197,gap_or_contrast;method_or_resource;implication_or_boundary,failed,not_attempted,abstract_only,0,0,,0,0,0,not_analyzed,not_analyzed,not_analyzed,False,False,False,False,False,False,False,0,0,False,not_analyzed,38,,2026-04-23,official_page_retrieved,cache-only build: official PDF was not cached,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-118,NeurIPS,2025,Main Conference Track,NeurIPS2025-efd1e27afcb94addd03b9e14c8d9f78f,10.52202/085713-5469,Mitigating Occlusions in Virtual Try-On via A Simple-Yet-Effective Mask-Free Framework,"Du, Chenghu; Xiong, Shengwu; Wang, junyin; Rong, Yi; Xiong, Shili",generative_models,https://proceedings.neurips.cc/paper_files/paper/2025/hash/efd1e27afcb94addd03b9e14c8d9f78f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/efd1e27afcb94addd03b9e14c8d9f78f-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,4956,38,10,222,gap_or_contrast;method_or_resource;result_or_evidence,failed,not_attempted,abstract_only,0,0,,0,0,0,not_analyzed,not_analyzed,not_analyzed,False,False,False,False,False,False,False,0,0,False,not_analyzed,38,,2026-04-23,official_page_retrieved,cache-only build: official PDF was not cached,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-119,NeurIPS,2025,Main Conference Track,NeurIPS2025-f5e449418dd694117f3b4ae6dcfe62a9,10.52202/085713-5610,Defending Multimodal Backdoored Models by Repulsive Visual Prompt Tuning,"Zhang, Zhifang; He, Shuo; Wang, Haobo; Shen, Bingquan; Feng, Lei",computer_vision_multimodal,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f5e449418dd694117f3b4ae6dcfe62a9-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/f5e449418dd694117f3b4ae6dcfe62a9-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,5088,39,9,225,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,28,1653477,284f3d668a5ad56f46c7b309ea1a09a475bb8d5ddbcac01aa6d0d2a4a7bc121b,12938,106622,106622,not_detected,early_dedicated,dedicated_method_or_approach,True,True,True,True,False,False,True,8,8,True,recapitulates_contribution;summarizes_evidence;states_boundary_or_future_work,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
CONF-120,NeurIPS,2025,Main Conference Track,NeurIPS2025-fc75cfcec16170f2b54d00283c739928,10.52202/085713-5755,BEAST: Efficient Tokenization of B-Splines Encoded Action Sequences for Imitation Learning,"Zhou, Hongyi; Liao, Weiran; Huang, Xi; Tang, Yucheng; Otto, Fabian; Jia, Xiaogang; Jiang, Xinkai; Hilber, Simon; Li, Ge; Wang, Qian; Yağmurlu, Ömer; Blank, Nils; Reuss, Moritz; Lioutikov, Rudolf",language_models_nlp,https://proceedings.neurips.cc/paper_files/paper/2025/hash/fc75cfcec16170f2b54d00283c739928-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/fc75cfcec16170f2b54d00283c739928-Paper-Conference.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/vol38-main-conference,English,5286,5220,40,11,181,context_or_problem;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,26,19786649,2364c06ade72be6b945dcbaebce48b7a2ea9bac822275e27a8b73d2a7535f835,12339,107069,107069,explicit_list,early_dedicated,preliminaries_then_method_or_analysis,True,True,True,True,False,False,True,6,7,True,summarizes_evidence;states_boundary_or_future_work,38,,2026-04-23,official_page_retrieved,,2026-08-30,Conference year is 2025; official proceedings metadata exposes a 2026 publication date.
